"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","149","BK-4: POST /workspaces rejects name < 3 chars → 422","smoke","2026-08-21","passed","2026-08-21","BK-4/BK-8: Workspace & Project CRUD API","integration/workspace/workspace-project-crud.test.ts","",""
"","1177","BK-201: Dashboard loads with authenticated session","smoke","2026-08-21","passed","2026-08-21","BK-3: Dashboard E2E","e2e/dashboard/dashboard.test.ts","",""
"","2","BK-234: Auto-sync — new defect syncs and carries external ID","smoke","2026-08-21","skipped","2026-08-21","Defect Sync (BK-372/BK-373) — /defects not deployed","integration/defects/defect-sync.test.ts","",""
"","306","BK-8: POST /workspaces/{id}/projects rejects duplicate name → 409","smoke","2026-08-21","passed","2026-08-21","BK-4/BK-8: Workspace & Project CRUD API","integration/workspace/workspace-project-crud.test.ts","",""
"","188","BK-150: POST /atcs rejects unauthenticated request with 401","smoke","2026-08-21","failed","2026-08-21","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","404","BK-305: POST /tests allows duplicate ATC IDs in chain","smoke","2026-08-21","passed","2026-08-21","BK-27: Test Builder API","integration/tests/test-builder.test.ts","",""
"","312","BK-150: POST /atcs rejects invalid token with 401","smoke","2026-08-21","passed","2026-08-21","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","2","BK-240: Re-sync idempotency — no duplicate external items","smoke","2026-08-21","skipped","2026-08-21","Defect Sync (BK-372/BK-373) — /defects not deployed","integration/defects/defect-sync.test.ts","",""
"","140","BK-310: POST /tests rejects unauthenticated request with 401","smoke","2026-08-21","failed","2026-08-21","BK-27: Test Builder API","integration/tests/test-builder.test.ts","",""
"","8547","Global Teardown: generate reports and sync TMS","global-teardown","2026-08-21","passed","2026-08-21","","teardown/global.teardown.ts","",""
"","301","BK-158: PATCH /atcs/{id} returns 404 for non-existent id","smoke","2026-08-21","passed","2026-08-21","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","522","BK-202: User info accessible via API with session token","smoke","2026-08-21","passed","2026-08-21","BK-3: Dashboard E2E","e2e/dashboard/dashboard.test.ts","",""
"","227","BK-149: POST /atcs creates an ATC with steps, assertions, slug and version 1","smoke","2026-08-21","passed","2026-08-21","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","0","BK-247: External link — synced defect carries link back to Bunkai","smoke","2026-08-21","skipped","2026-08-21","Defect Sync (BK-372/BK-373) — /defects not deployed","integration/defects/defect-sync.test.ts","",""
"","383","BK-159: PATCH /atcs/{id} with identical payload returns 200 but still bumps version","smoke","2026-08-21","passed","2026-08-21","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","937","API Setup: authenticate via API","api-setup","2026-08-21","passed","2026-08-21","","setup/api-auth.setup.ts","",""
"","332","BK-308: POST /tests returns 404 for non-existent ATC IDs","smoke","2026-08-21","passed","2026-08-21","BK-27: Test Builder API","integration/tests/test-builder.test.ts","",""
"","161","BK-152: POST /atcs rejects module outside user story subtree with 422","smoke","2026-08-21","passed","2026-08-21","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","148","BK-150: POST /atcs rejects token lacking atc:write scope with 403","smoke","2026-08-21","passed","2026-08-21","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","439","BK-8: POST /workspaces/{id}/projects creates project → 201","smoke","2026-08-21","passed","2026-08-21","BK-4/BK-8: Workspace & Project CRUD API","integration/workspace/workspace-project-crud.test.ts","",""
"","349","BK-157: PATCH /atcs/{id} honors matching X-If-Match → 200","smoke","2026-08-21","passed","2026-08-21","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","136","BK-8: POST /workspaces/{id}/projects rejects name < 3 → 422","smoke","2026-08-21","passed","2026-08-21","BK-4/BK-8: Workspace & Project CRUD API","integration/workspace/workspace-project-crud.test.ts","",""
"","219","BK-166: Unauthenticated request returns 401","smoke","2026-08-21","failed","2026-08-21","BK-166: User Session API","integration/auth/user-session.test.ts","",""
"","393","BK-4: DB persistence — created workspace appears in GET /workspaces list","smoke","2026-08-21","passed","2026-08-21","BK-4/BK-8: Workspace & Project CRUD API","integration/workspace/workspace-project-crud.test.ts","",""
"","191","BK-8: POST /workspaces/{id}/projects rejects non-member → 403","smoke","2026-08-21","passed","2026-08-21","BK-4/BK-8: Workspace & Project CRUD API","integration/workspace/workspace-project-crud.test.ts","",""
"","532","BK-309: POST /tests with Idempotency-Key returns same test on retry","smoke","2026-08-21","passed","2026-08-21","BK-27: Test Builder API","integration/tests/test-builder.test.ts","",""
"","185","BK-151: POST /atcs rejects AC that belongs to a different user story with 422","smoke","2026-08-21","passed","2026-08-21","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","441","BK-202: Workspace list accessible via API","smoke","2026-08-21","passed","2026-08-21","BK-3: Dashboard E2E","e2e/dashboard/dashboard.test.ts","",""
"","172","BK-4: POST /workspaces rejects unauthenticated → 401","smoke","2026-08-21","failed","2026-08-21","BK-4/BK-8: Workspace & Project CRUD API","integration/workspace/workspace-project-crud.test.ts","",""
"","851","BK-157: PATCH /atcs/{id} absent X-If-Match → 200","smoke","2026-08-21","passed","2026-08-21","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","1","BK-246: Workspace isolation — defects scoped to correct workspace","smoke","2026-08-21","skipped","2026-08-21","Defect Sync (BK-372/BK-373) — /defects not deployed","integration/defects/defect-sync.test.ts","",""
"","557","BK-157: PATCH /atcs/{id} rejects stale X-If-Match → 409","smoke","2026-08-21","passed","2026-08-21","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","893","BK-305: POST /tests creates a test chaining 3 ATCs","smoke","2026-08-21","passed","2026-08-21","BK-27: Test Builder API","integration/tests/test-builder.test.ts","",""
"","183","BK-4: POST /workspaces creates workspace with name+slug → 201","smoke","2026-08-21","passed","2026-08-21","BK-4/BK-8: Workspace & Project CRUD API","integration/workspace/workspace-project-crud.test.ts","",""
"","3214","UI Setup: authenticate via UI","ui-setup","2026-08-21","passed","2026-08-21","","setup/ui-auth.setup.ts","",""
"","319","BK-4: POST /workspaces rejects duplicate slug → 409","smoke","2026-08-21","passed","2026-08-21","BK-4/BK-8: Workspace & Project CRUD API","integration/workspace/workspace-project-crud.test.ts","",""
"","404","BK-156: PATCH /atcs/{id} cascade-replaces children (BK-96 regression)","smoke","2026-08-21","passed","2026-08-21","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","176","BK-4: POST /workspaces rejects reserved slug → 422","smoke","2026-08-21","passed","2026-08-21","BK-4/BK-8: Workspace & Project CRUD API","integration/workspace/workspace-project-crud.test.ts","",""
"","342","BK-160: PATCH /atcs/{id} keeps slug, user_story_id and module_id immutable","smoke","2026-08-21","passed","2026-08-21","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","131","BK-306: POST /tests rejects empty atc_ids with 422","smoke","2026-08-21","passed","2026-08-21","BK-27: Test Builder API","integration/tests/test-builder.test.ts","",""
"","722","BK-153: POST /atcs rejects steps with non-increasing positions","smoke","2026-08-21","passed","2026-08-21","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","691","BK-154: POST /atcs validates request body boundaries","smoke","2026-08-21","passed","2026-08-21","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","1","BK-241: Auth boundary — permanent auth failure stops retries","smoke","2026-08-21","skipped","2026-08-21","Defect Sync (BK-372/BK-373) — /defects not deployed","integration/defects/defect-sync.test.ts","",""
"","416","BK-166: Reject login with invalid credentials","smoke","2026-08-21","failed","2026-08-21","BK-166: User Session API","integration/auth/user-session.test.ts","",""
"","4","Global Setup: prepare environment","global-setup","2026-08-21","passed","2026-08-21","","setup/global.setup.ts","",""
"","549","BK-166: Re-authenticate and obtain new token","smoke","2026-08-21","passed","2026-08-21","BK-166: User Session API","integration/auth/user-session.test.ts","",""
"","184","BK-155: POST /atcs returns error when user_story_id does not exist (no partial write)","smoke","2026-08-21","passed","2026-08-21","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","228","BK-166: Get current user with valid token from api-state.json","smoke","2026-08-21","passed","2026-08-21","BK-166: User Session API","integration/auth/user-session.test.ts","",""
"","822","BK-149: POST /atcs works for all layer values (UI, API, Unit)","smoke","2026-08-21","passed","2026-08-21","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","203","BK-307: POST /tests rejects 201-character title with 422","smoke","2026-08-21","passed","2026-08-21","BK-27: Test Builder API","integration/tests/test-builder.test.ts","",""
"","141","BK-307: POST /tests rejects whitespace-only title with 422","smoke","2026-08-21","passed","2026-08-21","BK-27: Test Builder API","integration/tests/test-builder.test.ts","",""
"","360","BK-156: PATCH /atcs/{id} happy path with X-If-Match","smoke","2026-08-21","passed","2026-08-21","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","239","BK-307: POST /tests rejects empty title with 422","smoke","2026-08-21","passed","2026-08-21","BK-27: Test Builder API","integration/tests/test-builder.test.ts","",""
