"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","167","BK-307: POST /tests rejects whitespace-only title with 422","smoke","2026-09-26","passed","2026-09-26","BK-27: Test Builder API","integration/tests/test-builder.test.ts","",""
"","504","BK-159: PATCH /atcs/{id} with identical payload returns 200 but still bumps version","smoke","2026-09-26","passed","2026-09-26","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","120","BK-310: POST /tests rejects unauthenticated request with 401","smoke","2026-09-26","passed","2026-09-26","BK-27: Test Builder API","integration/tests/test-builder.test.ts","",""
"","986","API Setup: authenticate via API","api-setup","2026-09-26","passed","2026-09-26","","setup/api-auth.setup.ts","",""
"","228","BK-152: POST /atcs rejects module outside user story subtree with 422","smoke","2026-09-26","passed","2026-09-26","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","437","BK-156: PATCH /atcs/{id} cascade-replaces children (BK-96 regression)","smoke","2026-09-26","passed","2026-09-26","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","1308","Landing page loads with an authenticated session","smoke","2026-09-26","passed","2026-09-26","Session smoke: authenticated landing + API","e2e/session/session-smoke.test.ts","",""
"","165","BK-307: POST /tests rejects empty title with 422","smoke","2026-09-26","passed","2026-09-26","BK-27: Test Builder API","integration/tests/test-builder.test.ts","",""
"","264","BK-308: POST /tests returns 404 for non-existent ATC IDs","smoke","2026-09-26","passed","2026-09-26","BK-27: Test Builder API","integration/tests/test-builder.test.ts","",""
"","200","BK-151: POST /atcs rejects AC that belongs to a different user story with 422","smoke","2026-09-26","passed","2026-09-26","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","421","BK-158: PATCH /atcs/{id} returns 404 for non-existent id","smoke","2026-09-26","passed","2026-09-26","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","214","BK-8: POST /workspaces/{id}/projects creates project → 201","smoke","2026-09-26","passed","2026-09-26","BK-4/BK-8: Workspace & Project CRUD API","integration/workspace/workspace-project-crud.test.ts","",""
"","168","BK-150: POST /atcs rejects token lacking atc:write scope with 403","smoke","2026-09-26","passed","2026-09-26","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","419","BK-4: POST /workspaces rejects duplicate slug → 409","smoke","2026-09-26","passed","2026-09-26","BK-4/BK-8: Workspace & Project CRUD API","integration/workspace/workspace-project-crud.test.ts","",""
"","433","BK-160: PATCH /atcs/{id} keeps slug, user_story_id and module_id immutable","smoke","2026-09-26","passed","2026-09-26","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","292","BK-166: Get current user with valid token from api-state.json","smoke","2026-09-26","passed","2026-09-26","BK-166: User Session API","integration/auth/user-session.test.ts","",""
"","805","Session token resolves the current user","smoke","2026-09-26","passed","2026-09-26","Session smoke: authenticated landing + API","e2e/session/session-smoke.test.ts","",""
"","3408","UI Setup: authenticate via UI","ui-setup","2026-09-26","passed","2026-09-26","","setup/ui-auth.setup.ts","",""
"","475","BK-305: POST /tests allows duplicate ATC IDs in chain","smoke","2026-09-26","passed","2026-09-26","BK-27: Test Builder API","integration/tests/test-builder.test.ts","",""
"","113","BK-150: POST /atcs rejects invalid token with 401","smoke","2026-09-26","passed","2026-09-26","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","0","BK-247: External link — synced defect carries link back to Bunkai","smoke","2026-09-26","skipped","2026-09-26","Defect Sync (BK-372/BK-373) — /defects not deployed","integration/defects/defect-sync.test.ts","",""
"","431","BK-157: PATCH /atcs/{id} absent X-If-Match → 200","smoke","2026-09-26","passed","2026-09-26","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","5485","Global Teardown: generate reports and sync TMS","global-teardown","2026-09-26","passed","2026-09-26","","teardown/global.teardown.ts","",""
"","272","BK-149: POST /atcs creates an ATC with steps, assertions, slug and version 1","smoke","2026-09-26","passed","2026-09-26","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","910","BK-153: POST /atcs rejects steps with non-increasing positions","smoke","2026-09-26","passed","2026-09-26","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","677","BK-309: POST /tests with Idempotency-Key returns same test on retry","smoke","2026-09-26","passed","2026-09-26","BK-27: Test Builder API","integration/tests/test-builder.test.ts","",""
"","909","BK-154: POST /atcs validates request body boundaries","smoke","2026-09-26","passed","2026-09-26","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","439","BK-157: PATCH /atcs/{id} honors matching X-If-Match → 200","smoke","2026-09-26","passed","2026-09-26","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","161","BK-306: POST /tests rejects empty atc_ids with 422","smoke","2026-09-26","passed","2026-09-26","BK-27: Test Builder API","integration/tests/test-builder.test.ts","",""
