"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1143","API Setup: authenticate via API","api-setup","2026-08-17","passed","2026-08-17","","setup/api-auth.setup.ts","",""
"","705","BK-157: PATCH /atcs/{id} absent X-If-Match → 200","smoke","2026-08-17","passed","2026-08-17","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","1017","BK-157: PATCH /atcs/{id} rejects stale X-If-Match → 409","smoke","2026-08-17","passed","2026-08-17","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","591","BK-160: PATCH /atcs/{id} keeps slug, user_story_id and module_id immutable","smoke","2026-08-17","passed","2026-08-17","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","1089","BK-166: Re-authenticate and obtain new token","smoke","2026-08-17","passed","2026-08-17","BK-166: User Session API","integration/auth/user-session.test.ts","",""
"","1529","BK-201: Dashboard loads with authenticated session","smoke","2026-08-17","passed","2026-08-17","BK-3: Dashboard E2E","e2e/dashboard/dashboard.test.ts","",""
"","358","BK-151: POST /atcs rejects AC that belongs to a different user story with 422","smoke","2026-08-17","passed","2026-08-17","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","355","BK-155: POST /atcs returns error when user_story_id does not exist (no partial write)","smoke","2026-08-17","passed","2026-08-17","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","651","BK-8: POST /workspaces/{id}/projects rejects duplicate name → 409","smoke","2026-08-17","passed","2026-08-17","BK-4/BK-8: Workspace & Project CRUD API","integration/workspace/workspace-project-crud.test.ts","",""
"","1","BK-246: Workspace isolation — defects scoped to correct workspace","smoke","2026-08-17","skipped","2026-08-17","Defect Sync (BK-372/BK-373) — /defects not deployed","integration/defects/defect-sync.test.ts","",""
"","419","BK-4: POST /workspaces rejects reserved slug → 422","smoke","2026-08-17","passed","2026-08-17","BK-4/BK-8: Workspace & Project CRUD API","integration/workspace/workspace-project-crud.test.ts","",""
"","418","BK-150: POST /atcs rejects invalid token with 401","smoke","2026-08-17","passed","2026-08-17","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","2","BK-240: Re-sync idempotency — no duplicate external items","smoke","2026-08-17","skipped","2026-08-17","Defect Sync (BK-372/BK-373) — /defects not deployed","integration/defects/defect-sync.test.ts","",""
"","3532","UI Setup: authenticate via UI","ui-setup","2026-08-17","passed","2026-08-17","","setup/ui-auth.setup.ts","",""
"","310","BK-4: POST /workspaces rejects name < 3 chars → 422","smoke","2026-08-17","passed","2026-08-17","BK-4/BK-8: Workspace & Project CRUD API","integration/workspace/workspace-project-crud.test.ts","",""
"","766","BK-156: PATCH /atcs/{id} cascade-replaces children (BK-96 regression)","smoke","2026-08-17","passed","2026-08-17","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","449","BK-4: POST /workspaces creates workspace with name+slug → 201","smoke","2026-08-17","passed","2026-08-17","BK-4/BK-8: Workspace & Project CRUD API","integration/workspace/workspace-project-crud.test.ts","",""
"","689","BK-159: PATCH /atcs/{id} with identical payload returns 200 but still bumps version","smoke","2026-08-17","passed","2026-08-17","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","1683","BK-305: POST /tests creates a test chaining 3 ATCs","smoke","2026-08-17","passed","2026-08-17","BK-27: Test Builder API","integration/tests/test-builder.test.ts","",""
"","325","BK-150: POST /atcs rejects token lacking atc:write scope with 403","smoke","2026-08-17","passed","2026-08-17","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","1125","BK-309: POST /tests with Idempotency-Key returns same test on retry","smoke","2026-08-17","passed","2026-08-17","BK-27: Test Builder API","integration/tests/test-builder.test.ts","",""
"","1","BK-241: Auth boundary — permanent auth failure stops retries","smoke","2026-08-17","skipped","2026-08-17","Defect Sync (BK-372/BK-373) — /defects not deployed","integration/defects/defect-sync.test.ts","",""
"","424","BK-308: POST /tests returns 404 for non-existent ATC IDs","smoke","2026-08-17","passed","2026-08-17","BK-27: Test Builder API","integration/tests/test-builder.test.ts","",""
